timestamp,service,region,resource_id,cost_usd,cpu_usage_pct,team,environment,project
2026-02-26 03:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.092,,Frontend-Web,Production,Project-Alpha
2026-02-26 03:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0316,,Infrastructure,Staging,Project-Omega
2026-02-26 04:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2984,29.82,Backend-API,Production,Internal-Tools
2026-02-26 04:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7639,28.63,Data-Science,Production,Project-Alpha
2026-02-26 04:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5908,28.61,Frontend-Web,Development,Project-Alpha
2026-02-26 04:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0961,,Frontend-Web,Production,Project-Alpha
2026-02-26 04:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0319,,Infrastructure,Staging,Project-Omega
2026-02-26 05:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3373,33.7,Backend-API,Production,Internal-Tools
2026-02-26 05:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8291,31.06,Data-Science,Production,Project-Alpha
2026-02-26 05:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.8554,33.37,Frontend-Web,Development,Project-Alpha
2026-02-26 05:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1107,,Frontend-Web,Production,Project-Alpha
2026-02-26 05:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0352,,Infrastructure,Staging,Project-Omega
2026-02-26 06:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.376,37.56,Backend-API,Production,Internal-Tools
2026-02-26 06:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9247,34.64,Data-Science,Production,Project-Alpha
2026-02-26 06:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.9177,34.48,Frontend-Web,Development,Project-Alpha
2026-02-26 06:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1184,,Frontend-Web,Production,Project-Alpha
2026-02-26 06:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0401,,Infrastructure,Staging,Project-Omega
2026-02-26 07:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4023,40.18,Backend-API,Production,Internal-Tools
2026-02-26 07:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.1285,42.27,Data-Science,Production,Project-Alpha
2026-02-26 07:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.3046,41.44,Frontend-Web,Development,Project-Alpha
2026-02-26 07:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1305,,Frontend-Web,Production,Project-Alpha
2026-02-26 07:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0444,,Infrastructure,Staging,Project-Omega
2026-02-26 08:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4544,45.38,Backend-API,Production,Internal-Tools
2026-02-26 08:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.184,44.35,Data-Science,Production,Project-Alpha
2026-02-26 08:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6247,47.19,Frontend-Web,Development,Project-Alpha
2026-02-26 08:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1568,,Frontend-Web,Production,Project-Alpha
2026-02-26 08:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0502,,Infrastructure,Staging,Project-Omega
2026-02-26 09:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5001,49.94,Backend-API,Production,Internal-Tools
2026-02-26 09:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3542,50.71,Data-Science,Production,Project-Alpha
2026-02-26 09:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.8444,51.13,Frontend-Web,Development,Project-Alpha
2026-02-26 09:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1608,,Frontend-Web,Production,Project-Alpha
2026-02-26 09:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0542,,Infrastructure,Staging,Project-Omega
2026-02-26 10:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5605,55.97,Backend-API,Production,Internal-Tools
2026-02-26 10:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.4619,54.74,Data-Science,Production,Project-Alpha
2026-02-26 10:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.898,52.08,Frontend-Web,Development,Project-Alpha
2026-02-26 10:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1816,,Frontend-Web,Production,Project-Alpha
2026-02-26 10:00:00,AWSLambda,us-east-1,res-71m23unguy,0.06,,Infrastructure,Staging,Project-Omega
2026-02-26 11:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5737,57.28,Backend-API,Production,Internal-Tools
2026-02-26 11:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5995,59.88,Data-Science,Production,Project-Alpha
2026-02-26 11:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.0902,55.53,Frontend-Web,Development,Project-Alpha
2026-02-26 11:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1993,,Frontend-Web,Production,Project-Alpha
2026-02-26 11:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0642,,Infrastructure,Staging,Project-Omega
2026-02-26 12:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5975,59.64,Backend-API,Production,Internal-Tools
2026-02-26 12:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6678,62.43,Data-Science,Production,Project-Alpha
2026-02-26 12:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.2694,58.74,Frontend-Web,Development,Project-Alpha
2026-02-26 12:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2006,,Frontend-Web,Production,Project-Alpha
2026-02-26 12:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0651,,Infrastructure,Staging,Project-Omega
2026-02-26 13:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6516,65.03,Backend-API,Production,Internal-Tools
2026-02-26 13:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6353,61.21,Data-Science,Production,Project-Alpha
2026-02-26 13:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.5673,64.09,Frontend-Web,Development,Project-Alpha
2026-02-26 13:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2001,,Frontend-Web,Production,Project-Alpha
2026-02-26 13:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0682,,Infrastructure,Staging,Project-Omega
2026-02-26 14:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6627,66.14,Backend-API,Production,Internal-Tools
2026-02-26 14:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7173,64.27,Data-Science,Production,Project-Alpha
2026-02-26 14:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.6813,66.12,Frontend-Web,Development,Project-Alpha
2026-02-26 14:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2073,,Frontend-Web,Production,Project-Alpha
2026-02-26 14:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0675,,Infrastructure,Staging,Project-Omega
2026-02-26 15:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6232,62.18,Backend-API,Production,Internal-Tools
2026-02-26 15:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7236,64.49,Data-Science,Production,Project-Alpha
2026-02-26 15:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.3841,60.78,Frontend-Web,Development,Project-Alpha
2026-02-26 15:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2086,,Frontend-Web,Production,Project-Alpha
2026-02-26 15:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0666,,Infrastructure,Staging,Project-Omega
2026-02-26 16:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5998,59.84,Backend-API,Production,Internal-Tools
2026-02-26 16:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6152,60.43,Data-Science,Production,Project-Alpha
2026-02-26 16:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4827,62.54,Frontend-Web,Development,Project-Alpha
2026-02-26 16:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2044,,Frontend-Web,Production,Project-Alpha
2026-02-26 16:00:00,AWSLambda,us-east-1,res-71m23unguy,0.07,,Infrastructure,Staging,Project-Omega
2026-02-26 17:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5772,57.58,Backend-API,Production,Internal-Tools
2026-02-26 17:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5452,57.8,Data-Science,Production,Project-Alpha
2026-02-26 17:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1732,56.98,Frontend-Web,Development,Project-Alpha
2026-02-26 17:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1989,,Frontend-Web,Production,Project-Alpha
2026-02-26 17:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0634,,Infrastructure,Staging,Project-Omega
2026-02-26 18:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5309,52.96,Backend-API,Production,Internal-Tools
2026-02-26 18:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3846,51.79,Data-Science,Production,Project-Alpha
2026-02-26 18:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.0462,54.69,Frontend-Web,Development,Project-Alpha
2026-02-26 18:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1834,,Frontend-Web,Production,Project-Alpha
2026-02-26 18:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0586,,Infrastructure,Staging,Project-Omega
2026-02-26 19:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4981,49.67,Backend-API,Production,Internal-Tools
2026-02-26 19:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3732,51.35,Data-Science,Production,Project-Alpha
2026-02-26 19:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.7574,49.5,Frontend-Web,Development,Project-Alpha
2026-02-26 19:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1727,,Frontend-Web,Production,Project-Alpha
2026-02-26 19:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0567,,Infrastructure,Staging,Project-Omega
2026-02-26 20:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4436,44.23,Backend-API,Production,Internal-Tools
2026-02-26 20:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.1635,43.51,Data-Science,Production,Project-Alpha
2026-02-26 20:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.4989,44.85,Frontend-Web,Development,Project-Alpha
2026-02-26 20:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1468,,Frontend-Web,Production,Project-Alpha
2026-02-26 20:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0498,,Infrastructure,Staging,Project-Omega
2026-02-26 21:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4173,41.61,Backend-API,Production,Internal-Tools
2026-02-26 21:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.077,40.26,Data-Science,Production,Project-Alpha
2026-02-26 21:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.2778,40.87,Frontend-Web,Development,Project-Alpha
2026-02-26 21:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1397,,Frontend-Web,Production,Project-Alpha
2026-02-26 21:00:00,AWSLambda,us-east-1,res-71m23unguy,0.046,,Infrastructure,Staging,Project-Omega
2026-02-26 22:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3714,37.02,Backend-API,Production,Internal-Tools
2026-02-26 22:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9926,37.1,Data-Science,Production,Project-Alpha
2026-02-26 22:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.9609,35.18,Frontend-Web,Development,Project-Alpha
2026-02-26 22:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1237,,Frontend-Web,Production,Project-Alpha
2026-02-26 22:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0398,,Infrastructure,Staging,Project-Omega
2026-02-26 23:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3126,31.16,Backend-API,Production,Internal-Tools
2026-02-26 23:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8899,33.26,Data-Science,Production,Project-Alpha
2026-02-26 23:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.7967,32.23,Frontend-Web,Development,Project-Alpha
2026-02-26 23:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1077,,Frontend-Web,Production,Project-Alpha
2026-02-26 23:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0376,,Infrastructure,Staging,Project-Omega
2026-02-27 00:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2909,28.98,Backend-API,Production,Internal-Tools
2026-02-27 00:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8009,29.93,Data-Science,Production,Project-Alpha
2026-02-27 00:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6171,29.01,Frontend-Web,Development,Project-Alpha
2026-02-27 00:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1021,,Frontend-Web,Production,Project-Alpha
2026-02-27 00:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0331,,Infrastructure,Staging,Project-Omega
2026-02-27 01:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2787,27.77,Backend-API,Production,Internal-Tools
2026-02-27 01:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7637,28.54,Data-Science,Production,Project-Alpha
2026-02-27 01:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.614,28.95,Frontend-Web,Development,Project-Alpha
2026-02-27 01:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0913,,Frontend-Web,Production,Project-Alpha
2026-02-27 01:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0295,,Infrastructure,Staging,Project-Omega
2026-02-27 02:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2633,26.23,Backend-API,Production,Internal-Tools
2026-02-27 02:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7202,26.91,Data-Science,Production,Project-Alpha
2026-02-27 02:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5181,27.22,Frontend-Web,Development,Project-Alpha
2026-02-27 02:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0912,,Frontend-Web,Production,Project-Alpha
2026-02-27 02:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0312,,Infrastructure,Staging,Project-Omega
2026-02-27 03:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2677,26.67,Backend-API,Production,Internal-Tools
2026-02-27 03:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7433,27.77,Data-Science,Production,Project-Alpha
2026-02-27 03:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5641,28.04,Frontend-Web,Development,Project-Alpha
2026-02-27 03:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0895,,Frontend-Web,Production,Project-Alpha
2026-02-27 03:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0297,,Infrastructure,Staging,Project-Omega
2026-02-27 04:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3051,30.39,Backend-API,Production,Internal-Tools
2026-02-27 04:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8175,30.53,Data-Science,Production,Project-Alpha
2026-02-27 04:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6423,29.44,Frontend-Web,Development,Project-Alpha
2026-02-27 04:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.095,,Frontend-Web,Production,Project-Alpha
2026-02-27 04:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0329,,Infrastructure,Staging,Project-Omega
2026-02-27 05:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3372,33.58,Backend-API,Production,Internal-Tools
2026-02-27 05:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.85,31.74,Data-Science,Production,Project-Alpha
2026-02-27 05:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.837,32.93,Frontend-Web,Development,Project-Alpha
2026-02-27 05:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1131,,Frontend-Web,Production,Project-Alpha
2026-02-27 05:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0364,,Infrastructure,Staging,Project-Omega
2026-02-27 06:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3721,37.05,Backend-API,Production,Internal-Tools
2026-02-27 06:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9672,36.11,Data-Science,Production,Project-Alpha
2026-02-27 06:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.0061,35.95,Frontend-Web,Development,Project-Alpha
2026-02-27 06:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1223,,Frontend-Web,Production,Project-Alpha
2026-02-27 06:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0389,,Infrastructure,Staging,Project-Omega
2026-02-27 07:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3911,38.94,Backend-API,Production,Internal-Tools
2026-02-27 07:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0739,40.09,Data-Science,Production,Project-Alpha
2026-02-27 07:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.1808,39.08,Frontend-Web,Development,Project-Alpha
2026-02-27 07:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1355,,Frontend-Web,Production,Project-Alpha
2026-02-27 07:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0469,,Infrastructure,Staging,Project-Omega
2026-02-27 08:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4616,45.95,Backend-API,Production,Internal-Tools
2026-02-27 08:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.161,43.34,Data-Science,Production,Project-Alpha
2026-02-27 08:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6284,47.1,Frontend-Web,Development,Project-Alpha
2026-02-27 08:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1447,,Frontend-Web,Production,Project-Alpha
2026-02-27 08:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0508,,Infrastructure,Staging,Project-Omega
2026-02-27 09:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4976,49.53,Backend-API,Production,Internal-Tools
2026-02-27 09:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.2984,48.46,Data-Science,Production,Project-Alpha
2026-02-27 09:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.861,51.26,Frontend-Web,Development,Project-Alpha
2026-02-27 09:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1716,,Frontend-Web,Production,Project-Alpha
2026-02-27 09:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0574,,Infrastructure,Staging,Project-Omega
2026-02-27 10:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5164,51.39,Backend-API,Production,Internal-Tools
2026-02-27 10:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.4986,55.93,Data-Science,Production,Project-Alpha
2026-02-27 10:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1537,56.49,Frontend-Web,Development,Project-Alpha
2026-02-27 10:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1877,,Frontend-Web,Production,Project-Alpha
2026-02-27 10:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0584,,Infrastructure,Staging,Project-Omega
2026-02-27 11:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5828,57.99,Backend-API,Production,Internal-Tools
2026-02-27 11:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5122,56.42,Data-Science,Production,Project-Alpha
2026-02-27 11:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1585,56.57,Frontend-Web,Development,Project-Alpha
2026-02-27 11:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1986,,Frontend-Web,Production,Project-Alpha
2026-02-27 11:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0668,,Infrastructure,Staging,Project-Omega
2026-02-27 12:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.639,63.57,Backend-API,Production,Internal-Tools
2026-02-27 12:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6775,62.58,Data-Science,Production,Project-Alpha
2026-02-27 12:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.3552,60.08,Frontend-Web,Development,Project-Alpha
2026-02-27 12:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1935,,Frontend-Web,Production,Project-Alpha
2026-02-27 12:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0648,,Infrastructure,Staging,Project-Omega
2026-02-27 13:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6459,64.25,Backend-API,Production,Internal-Tools
2026-02-27 13:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6348,60.98,Data-Science,Production,Project-Alpha
2026-02-27 13:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.6383,65.15,Frontend-Web,Development,Project-Alpha
2026-02-27 13:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2086,,Frontend-Web,Production,Project-Alpha
2026-02-27 13:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0709,,Infrastructure,Staging,Project-Omega
2026-02-27 14:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6638,66.02,Backend-API,Production,Internal-Tools
2026-02-27 14:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6061,59.9,Data-Science,Production,Project-Alpha
2026-02-27 14:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4654,62.04,Frontend-Web,Development,Project-Alpha
2026-02-27 14:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.219,,Frontend-Web,Production,Project-Alpha
2026-02-27 14:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0679,,Infrastructure,Staging,Project-Omega
2026-02-27 15:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6055,60.21,Backend-API,Production,Internal-Tools
2026-02-27 15:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.671,62.32,Data-Science,Production,Project-Alpha
2026-02-27 15:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.3921,60.72,Frontend-Web,Development,Project-Alpha
2026-02-27 15:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2051,,Frontend-Web,Production,Project-Alpha
2026-02-27 15:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0712,,Infrastructure,Staging,Project-Omega
2026-02-27 16:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6152,61.17,Backend-API,Production,Internal-Tools
2026-02-27 16:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6069,59.92,Data-Science,Production,Project-Alpha
2026-02-27 16:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.2683,58.5,Frontend-Web,Development,Project-Alpha
2026-02-27 16:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.205,,Frontend-Web,Production,Project-Alpha
2026-02-27 16:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0687,,Infrastructure,Staging,Project-Omega
2026-02-27 17:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5883,58.48,Backend-API,Production,Internal-Tools
2026-02-27 17:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6222,60.48,Data-Science,Production,Project-Alpha
2026-02-27 17:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1317,56.04,Frontend-Web,Development,Project-Alpha
2026-02-27 17:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1949,,Frontend-Web,Production,Project-Alpha
2026-02-27 17:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0632,,Infrastructure,Staging,Project-Omega
