timestamp,service,region,resource_id,cost_usd,cpu_usage_pct
2026-02-26 08:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.184,44.35
2026-02-26 08:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6247,47.19
2026-02-26 08:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1568,
2026-02-26 08:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0502,
2026-02-26 09:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5001,49.94
2026-02-26 09:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3542,50.71
2026-02-26 09:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.8444,51.13
2026-02-26 09:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1608,
2026-02-26 09:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0542,
2026-02-26 10:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5605,55.97
2026-02-26 10:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.4619,54.74
2026-02-26 10:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.898,52.08
2026-02-26 10:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1816,
2026-02-26 10:00:00,AWSLambda,us-east-1,res-71m23unguy,0.06,
2026-02-26 11:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5737,57.28
2026-02-26 11:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5995,59.88
2026-02-26 11:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.0902,55.53
2026-02-26 11:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1993,
2026-02-26 11:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0642,
2026-02-26 12:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5975,59.64
2026-02-26 12:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6678,62.43
2026-02-26 12:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.2694,58.74
2026-02-26 12:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2006,
2026-02-26 12:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0651,
2026-02-26 13:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6516,65.03
2026-02-26 13:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6353,61.21
2026-02-26 13:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.5673,64.09
2026-02-26 13:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2001,
2026-02-26 13:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0682,
2026-02-26 14:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6627,66.14
2026-02-26 14:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7173,64.27
2026-02-26 14:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.6813,66.12
2026-02-26 14:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2073,
2026-02-26 14:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0675,
2026-02-26 15:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6232,62.18
2026-02-26 15:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.7236,64.49
2026-02-26 15:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.3841,60.78
2026-02-26 15:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2086,
2026-02-26 15:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0666,
2026-02-26 16:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5998,59.84
2026-02-26 16:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6152,60.43
2026-02-26 16:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4827,62.54
2026-02-26 16:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2044,
2026-02-26 16:00:00,AWSLambda,us-east-1,res-71m23unguy,0.07,
2026-02-26 17:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5772,57.58
2026-02-26 17:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5452,57.8
2026-02-26 17:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1732,56.98
2026-02-26 17:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1989,
2026-02-26 17:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0634,
2026-02-26 18:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5309,52.96
2026-02-26 18:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3846,51.79
2026-02-26 18:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.0462,54.69
2026-02-26 18:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1834,
2026-02-26 18:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0586,
2026-02-26 19:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4981,49.67
2026-02-26 19:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3732,51.35
2026-02-26 19:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.7574,49.5
2026-02-26 19:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1727,
2026-02-26 19:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0567,
2026-02-26 20:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4436,44.23
2026-02-26 20:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.1635,43.51
2026-02-26 20:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.4989,44.85
2026-02-26 20:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1468,
2026-02-26 20:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0498,
2026-02-26 21:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4173,41.61
2026-02-26 21:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.077,40.26
2026-02-26 21:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.2778,40.87
2026-02-26 21:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1397,
2026-02-26 21:00:00,AWSLambda,us-east-1,res-71m23unguy,0.046,
2026-02-26 22:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3714,37.02
2026-02-26 22:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9926,37.1
2026-02-26 22:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.9609,35.18
2026-02-26 22:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1237,
2026-02-26 22:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0398,
2026-02-26 23:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3126,31.16
2026-02-26 23:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8899,33.26
2026-02-26 23:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.7967,32.23
2026-02-26 23:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1077,
2026-02-26 23:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0376,
2026-02-27 00:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2909,28.98
2026-02-27 00:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8009,29.93
2026-02-27 00:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6171,29.01
2026-02-27 00:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1021,
2026-02-27 00:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0331,
2026-02-27 01:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2787,27.77
2026-02-27 01:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7637,28.54
2026-02-27 01:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.614,28.95
2026-02-27 01:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0913,
2026-02-27 01:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0295,
2026-02-27 02:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2633,26.23
2026-02-27 02:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7202,26.91
2026-02-27 02:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5181,27.22
2026-02-27 02:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0912,
2026-02-27 02:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0312,
2026-02-27 03:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2677,26.67
2026-02-27 03:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7433,27.77
2026-02-27 03:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5641,28.04
2026-02-27 03:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0895,
2026-02-27 03:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0297,
2026-02-27 04:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3051,30.39
2026-02-27 04:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8175,30.53
2026-02-27 04:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6423,29.44
2026-02-27 04:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.095,
2026-02-27 04:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0329,
2026-02-27 05:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3372,33.58
2026-02-27 05:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.85,31.74
2026-02-27 05:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.837,32.93
2026-02-27 05:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1131,
2026-02-27 05:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0364,
2026-02-27 06:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3721,37.05
2026-02-27 06:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9672,36.11
2026-02-27 06:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.0061,35.95
2026-02-27 06:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1223,
2026-02-27 06:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0389,
2026-02-27 07:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3911,38.94
2026-02-27 07:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0739,40.09
2026-02-27 07:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.1808,39.08
2026-02-27 07:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1355,
2026-02-27 07:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0469,
2026-02-27 08:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4616,45.95
2026-02-27 08:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.161,43.34
2026-02-27 08:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.6284,47.1
2026-02-27 08:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1447,
2026-02-27 08:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0508,
2026-02-27 09:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4976,49.53
2026-02-27 09:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.2984,48.46
2026-02-27 09:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.861,51.26
2026-02-27 09:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1716,
2026-02-27 09:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0574,
2026-02-27 10:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5164,51.39
2026-02-27 10:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.4986,55.93
2026-02-27 10:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1537,56.49
2026-02-27 10:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1877,
2026-02-27 10:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0584,
2026-02-27 11:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5828,57.99
2026-02-27 11:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5122,56.42
2026-02-27 11:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1585,56.57
2026-02-27 11:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1986,
2026-02-27 11:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0668,
2026-02-27 12:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.639,63.57
2026-02-27 12:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6775,62.58
2026-02-27 12:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.3552,60.08
2026-02-27 12:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1935,
2026-02-27 12:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0648,
2026-02-27 13:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6459,64.25
2026-02-27 13:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6348,60.98
2026-02-27 13:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.6383,65.15
2026-02-27 13:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2086,
2026-02-27 13:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0709,
2026-02-27 14:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6638,66.02
2026-02-27 14:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6061,59.9
2026-02-27 14:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.4654,62.04
2026-02-27 14:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.219,
2026-02-27 14:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0679,
2026-02-27 15:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6055,60.21
2026-02-27 15:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.671,62.32
2026-02-27 15:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.3921,60.72
2026-02-27 15:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.2051,
2026-02-27 15:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0712,
2026-02-27 16:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.6152,61.17
2026-02-27 16:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6069,59.92
2026-02-27 16:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.2683,58.5
2026-02-27 16:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.205,
2026-02-27 16:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0687,
2026-02-27 17:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5883,58.48
2026-02-27 17:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.6222,60.48
2026-02-27 17:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.1317,56.04
2026-02-27 17:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1949,
2026-02-27 17:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0632,
2026-02-27 18:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5591,55.58
2026-02-27 18:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.5012,55.96
2026-02-27 18:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.0063,53.79
2026-02-27 18:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1731,
2026-02-27 18:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0577,
2026-02-27 19:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5074,50.44
2026-02-27 19:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3352,49.77
2026-02-27 19:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.8558,51.09
2026-02-27 19:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1736,
2026-02-27 19:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0532,
2026-02-27 20:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4753,47.23
2026-02-27 20:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.2516,46.65
2026-02-27 20:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.5944,46.41
2026-02-27 20:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1453,
2026-02-27 20:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0495,
2026-02-27 21:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3958,39.33
2026-02-27 21:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.1313,42.16
2026-02-27 21:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.3392,41.84
2026-02-27 21:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1355,
2026-02-27 21:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0448,
2026-02-27 22:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3635,36.11
2026-02-27 22:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.9312,34.69
2026-02-27 22:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.1027,37.6
2026-02-27 22:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.115,
2026-02-27 22:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0422,
2026-02-27 23:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3226,32.04
2026-02-27 23:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8982,33.46
2026-02-27 23:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.7922,32.05
2026-02-27 23:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1088,
2026-02-27 23:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0375,
2026-02-28 00:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2918,28.98
2026-02-28 00:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7858,29.27
2026-02-28 00:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5819,28.28
2026-02-28 00:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1007,
2026-02-28 00:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0321,
2026-02-28 01:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2912,28.92
2026-02-28 01:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7614,28.36
2026-02-28 01:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5116,27.02
2026-02-28 01:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0903,
2026-02-28 01:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0311,
2026-02-28 02:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2751,27.32
2026-02-28 02:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7247,26.99
2026-02-28 02:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5665,28.0
2026-02-28 02:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0924,
2026-02-28 02:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0299,
2026-02-28 03:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2654,26.35
2026-02-28 03:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.7057,26.27
2026-02-28 03:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.5816,28.27
2026-02-28 03:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.097,
2026-02-28 03:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0316,
2026-02-28 04:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.2838,28.17
2026-02-28 04:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8082,30.08
2026-02-28 04:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.6446,29.39
2026-02-28 04:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.0942,
2026-02-28 04:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0322,
2026-02-28 05:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3365,33.4
2026-02-28 05:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,0.8708,32.41
2026-02-28 05:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,1.7383,31.06
2026-02-28 05:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1042,
2026-02-28 05:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0375,
2026-02-28 06:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3666,36.39
2026-02-28 06:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.0006,37.24
2026-02-28 06:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.0418,36.47
2026-02-28 06:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1157,
2026-02-28 06:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0418,
2026-02-28 07:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.3898,38.68
2026-02-28 07:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.1088,41.26
2026-02-28 07:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.3293,41.6
2026-02-28 07:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1341,
2026-02-28 07:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0429,
2026-02-28 08:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.4667,46.3
2026-02-28 08:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.2644,47.04
2026-02-28 08:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.5001,44.65
2026-02-28 08:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1528,
2026-02-28 08:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0524,
2026-02-28 09:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.5153,51.12
2026-02-28 09:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.3929,51.81
2026-02-28 09:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,2.8605,51.08
2026-02-28 09:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1729,
2026-02-28 09:00:00,AWSLambda,us-east-1,res-71m23unguy,0.0543,
2026-02-28 10:00:00,AmazonEC2,us-east-1,i-0c486f86ef23945ab,0.537,53.27
2026-02-28 10:00:00,AmazonEC2,us-west-2,i-043e020b0942210fa,1.421,52.86
2026-02-28 10:00:00,AmazonRDS,us-east-1,prod-db-jeeyuujy,3.0181,53.88
2026-02-28 10:00:00,AmazonS3,us-east-1,corp-assets-g2jzdc,0.1792,
